report_month,dept_name,ward_code,service,budget_allocated,actual_spend,revenue_collected,outstanding_debt,payment_rate,data_source
31-05-2023,HOUSING,Ward-23,Refuse,14403284,9047848,15024728,1206004,70.1,MANUAL_UPLOAD
31-05-2023,HOUSING,Ward-24,Water,24742071,28454069,11637403,4113622,96.7,MANUAL_UPLOAD
31-05-2023,housing,Ward-25,Water,23546246,24038527,6660779,2467525,74.1,MANUAL_UPLOAD
31-05-2023,housing,Ward-26,Refuse,25021369,25169894,12315330,4718823,57.7,FIN_SYS_A
31-05-2023,housing,Ward-27,Refuse,14299291,27759262,4589797,841268,51.1,FIN_SYS_A
31-05-2023,HOUSING,Ward-28,Water,19821756,26466264,15983195,3687552,55.7,FIN_SYS_B
31-05-2023,housing,Ward-29,Rates,16861823,12199317,15822954,889906,80.9,FIN_SYS_A
31-05-2023,HOUSING,Ward-30,Refuse,13927893,5318173,20597132,3875904,56.4,FIN_SYS_B
31-05-2023,ADMINISTRATION,Ward-1,Electricity,22661073,5328289,17839790,3591592,78.9,FIN_SYS_A
31-05-2023,administration,Ward-2,Rates,17008724,16073767,13550139,828099,82.5,FIN_SYS_B
31-05-2023,administration,Ward-3,Electricity,14454235,9624725,18817498,3608761,90.5,MANUAL_UPLOAD
31-05-2023,administration,Ward-4,Rates,14613426,14749336,5655120,7169144,83.9,FIN_SYS_A
31-05-2023,ADMINISTRATION,Ward-5,Electricity,5533241,24233533,18947355,8766609,52.7,FIN_SYS_A
31-05-2023,ADMINISTRATION,Ward-6,Water,5831591,11155084,18802535,4138060,65.4,MANUAL_UPLOAD
31-05-2023,ADMINISTRATION,Ward-7,Refuse,13273544,20007732,12886050,6087286,93.2,MANUAL_UPLOAD
31-05-2023,ADMINISTRATION,Ward-8,Refuse,11570136,16885973,13223071,7690578,87.3,FIN_SYS_B
31-05-2023,ADMINISTRATION,Ward-9,Rates,6870570,25290110,18292508,4236473,98.1,FIN_SYS_A
31-05-2023,ADMINISTRATION,Ward-10,Refuse,9128453,25545000,4975445,6026525,64.2,FIN_SYS_B
31-05-2023,administration,Ward-11,Electricity,10773550,5444062,3078028,7109933,81.6,FIN_SYS_B
31-05-2023,ADMINISTRATION,Ward-12,Rates,11773785,12638029,21725331,643135,56.8,FIN_SYS_B
31-05-2023,administration,Ward-13,Rates,12322720,28588377,17949955,4773614,94.0,FIN_SYS_B
31-05-2023,ADMINISTRATION,Ward-14,Refuse,8192311,25053656,14872380,8999715,75.9,MANUAL_UPLOAD
31-05-2023,administration,Ward-15,Electricity,21352836,15511869,7924807,6943795,51.2,MANUAL_UPLOAD
31-05-2023,ADMINISTRATION,Ward-16,Water,7848581,29621319,8057727,4866306,81.3,MANUAL_UPLOAD
31-05-2023,administration,Ward-17,Refuse,16346764,10182836,18229445,6582065,81.3,FIN_SYS_A
31-05-2023,administration,Ward-18,Water,24673361,4132412,14289788,454444,58.4,FIN_SYS_B
31-05-2023,administration,Ward-19,Electricity,20222913,15738218,13809503,4321715,73.6,MANUAL_UPLOAD
31-05-2023,ADMINISTRATION,Ward-20,Rates,22912621,29204454,10969205,7005543,94.5,FIN_SYS_A
31-05-2023,ADMINISTRATION,Ward-21,Electricity,14132131,20170309,4611465,5679331,62.0,FIN_SYS_A
31-05-2023,administration,Ward-22,Electricity,19286533,27606175,5808191,3462582,69.8,FIN_SYS_B
31-05-2023,ADMINISTRATION,Ward-23,Refuse,10200722,24282376,3961030,2676936,89.5,MANUAL_UPLOAD
31-05-2023,ADMINISTRATION,Ward-24,Electricity,24525724,10039804,10152094,3119541,94.3,FIN_SYS_A
31-05-2023,ADMINISTRATION,Ward-25,Water,9157583,24289485,13850807,5253086,71.3,FIN_SYS_B
31-05-2023,ADMINISTRATION,Ward-26,Refuse,15056779,18592776,18196341,3796769,75.2,FIN_SYS_B
31-05-2023,administration,Ward-27,Water,23090085,28175780,21216035,2386051,90.5,FIN_SYS_B
31-05-2023,administration,Ward-28,Rates,11617232,9386030,4085996,1884279,70.4,FIN_SYS_A
31-05-2023,ADMINISTRATION,Ward-29,Rates,16174427,7347026,22102563,1558255,53.2,MANUAL_UPLOAD
31-05-2023,ADMINISTRATION,Ward-30,Rates,17243188,17790120,10262897,5275214,76.5,FIN_SYS_B
30-06-2023,WATER SERVICES,Ward-1,Water,23294265,19495401,16440821,8021607,69.2,MANUAL_UPLOAD
30-06-2023,WATER SERVICES,Ward-2,Refuse,20868171,11311903,2172503,7875925,98.9,MANUAL_UPLOAD
30-06-2023,water services,Ward-3,Electricity,12746755,17690043,3547277,5834818,60.7,MANUAL_UPLOAD
30-06-2023,WATER SERVICES,Ward-4,Water,4789069,9824796,16363584,4849515,94.1,MANUAL_UPLOAD
30-06-2023,water services,Ward-5,Electricity,15200470,16934453,2029028,7447181,85.1,MANUAL_UPLOAD
30-06-2023,water services,Ward-6,Refuse,25252614,4859265,13439422,6071114,86.4,MANUAL_UPLOAD
30-06-2023,water services,Ward-7,Refuse,5645645,29170102,10967618,2205073,88.9,FIN_SYS_A
30-06-2023,water services,Ward-8,Refuse,9774106,18757626,2242274,3922906,87.9,FIN_SYS_A
30-06-2023,WATER SERVICES,Ward-9,Water,5768225,20757956,13009403,7309479,75.5,FIN_SYS_B
30-06-2023,water services,Ward-10,Rates,24950951,7042558,10981462,5911512,62.8,FIN_SYS_B
30-06-2023,water services,Ward-11,Electricity,6640018,23184052,9590034,5628238,60.4,FIN_SYS_B
30-06-2023,WATER SERVICES,Ward-12,Electricity,21256066,23912149,23140970,3936608,78.3,FIN_SYS_A
30-06-2023,water services,Ward-13,Water,21097005,9062396,12294008,5095474,52.0,MANUAL_UPLOAD
30-06-2023,water services,Ward-14,Electricity,22003308,15762340,2642042,3843283,97.2,FIN_SYS_A
30-06-2023,WATER SERVICES,Ward-15,Electricity,7077181,24328343,8973047,8026133,62.1,MANUAL_UPLOAD
30-06-2023,water services,Ward-16,Electricity,13035645,26396413,6189792,5839405,64.6,MANUAL_UPLOAD
30-06-2023,WATER SERVICES,Ward-17,Rates,23610857,24922647,6268415,3980971,56.3,FIN_SYS_A
30-06-2023,WATER SERVICES,Ward-18,Electricity,18678776,29055677,12477414,8218712,68.0,MANUAL_UPLOAD
30-06-2023,WATER SERVICES,Ward-19,Rates,8873136,29715359,11007129,2816734,80.5,FIN_SYS_A
30-06-2023,WATER SERVICES,Ward-20,Refuse,21792225,24055680,7008309,618671,68.8,FIN_SYS_A
30-06-2023,water services,Ward-21,Electricity,18968008,10629945,9023354,398850,64.1,MANUAL_UPLOAD
30-06-2023,water services,Ward-22,Water,11400710,6733080,14381840,2298446,59.3,MANUAL_UPLOAD
30-06-2023,WATER SERVICES,Ward-23,Electricity,22991231,10345131,20631297,3423340,76.1,MANUAL_UPLOAD
30-06-2023,water services,Ward-24,Electricity,18249313,5981233,22371219,8439379,71.1,FIN_SYS_B
30-06-2023,water services,Ward-25,Water,15063093,4199021,20379724,6877223,66.8,FIN_SYS_A
30-06-2023,WATER SERVICES,Ward-26,Water,16653062,8704015,23270003,8445969,66.2,FIN_SYS_B
30-06-2023,water services,Ward-27,Rates,8173018,22351114,4898387,1962435,79.7,FIN_SYS_A
30-06-2023,water services,Ward-28,Water,4813670,20914727,11910441,5528248,72.4,MANUAL_UPLOAD
30-06-2023,water services,Ward-29,Electricity,7620231,21122334,18374461,8819613,64.4,FIN_SYS_A
30-06-2023,WATER SERVICES,Ward-30,Refuse,14009885,6309555,19088184,444262,93.8,FIN_SYS_A
30-06-2023,ELECTRICITY,Ward-1,Water,17401499,17039663,14647198,8069210,93.6,FIN_SYS_B
30-06-2023,ELECTRICITY,Ward-2,Rates,23113394,27986904,6449228,8315944,55.9,FIN_SYS_B
30-06-2023,ELECTRICITY,Ward-3,Rates,5142753,16915675,14568066,2892192,79.0,FIN_SYS_B
30-06-2023,electricity,Ward-4,Water,8205123,8421016,8381834,2906714,81.2,MANUAL_UPLOAD
30-06-2023,ELECTRICITY,Ward-5,Rates,21689590,10154537,20406792,8639528,81.2,MANUAL_UPLOAD
30-06-2023,electricity,Ward-6,Electricity,24409927,22137283,14307050,3107512,82.2,MANUAL_UPLOAD
30-06-2023,ELECTRICITY,Ward-7,Refuse,9343763,28962535,21003627,2152160,50.8,MANUAL_UPLOAD
30-06-2023,electricity,Ward-8,Water,20953040,12929739,13187412,2163028,66.5,FIN_SYS_A
30-06-2023,ELECTRICITY,Ward-9,Electricity,9149638,26811405,13096863,6971431,73.2,MANUAL_UPLOAD
30-06-2023,ELECTRICITY,Ward-10,Refuse,18672541,14610323,20202507,5111079,72.9,FIN_SYS_B
30-06-2023,electricity,Ward-11,Refuse,16256864,16323042,4217057,3417423,83.0,MANUAL_UPLOAD
30-06-2023,electricity,Ward-12,Water,8063876,29518444,12704488,1491739,58.7,MANUAL_UPLOAD
30-06-2023,ELECTRICITY,Ward-13,Electricity,11543591,22429732,10677099,4603893,57.3,FIN_SYS_A
30-06-2023,electricity,Ward-14,Refuse,15509089,9582773,23907179,6669114,93.0,MANUAL_UPLOAD
30-06-2023,electricity,Ward-15,Electricity,13942602,23847835,7650688,3515442,62.9,MANUAL_UPLOAD
30-06-2023,ELECTRICITY,Ward-16,Electricity,13189008,12961034,11962738,4686925,59.1,MANUAL_UPLOAD
30-06-2023,ELECTRICITY,Ward-17,Refuse,12602404,22660968,22203734,5958441,80.6,MANUAL_UPLOAD
30-06-2023,ELECTRICITY,Ward-18,Water,9059171,9754563,21269552,8561580,72.7,FIN_SYS_A
30-06-2023,ELECTRICITY,Ward-19,Refuse,19537335,4581390,8521651,7820018,68.5,FIN_SYS_A
30-06-2023,electricity,Ward-20,Water,22995791,18473473,18605575,5755381,54.0,FIN_SYS_B
30-06-2023,electricity,Ward-21,Electricity,8625369,25982386,10887172,678951,83.0,MANUAL_UPLOAD
30-06-2023,electricity,Ward-22,Electricity,25159303,17234961,8906376,582705,64.5,FIN_SYS_B
30-06-2023,electricity,Ward-23,Refuse,4879938,25282310,12278180,696515,66.6,FIN_SYS_A
30-06-2023,electricity,Ward-24,Rates,19007741,28525834,4498268,4194628,96.0,FIN_SYS_A
30-06-2023,ELECTRICITY,Ward-25,Water,4968988,22142998,11434463,5561080,55.5,MANUAL_UPLOAD
30-06-2023,ELECTRICITY,Ward-26,Electricity,5147096,29232119,10312894,760350,92.6,MANUAL_UPLOAD
30-06-2023,electricity,Ward-27,Rates,8972851,16406671,16505617,5597232,76.6,FIN_SYS_B
30-06-2023,ELECTRICITY,Ward-28,Rates,25746647,22093243,4476280,6625338,82.9,FIN_SYS_A
30-06-2023,electricity,Ward-29,Electricity,13124833,7261340,9073511,3767133,55.4,FIN_SYS_B
30-06-2023,electricity,Ward-30,Refuse,9334486,27597510,22947105,4185940,63.7,MANUAL_UPLOAD
30-06-2023,waste management,Ward-1,Rates,7001743,28812923,12829687,3359214,54.0,MANUAL_UPLOAD
30-06-2023,WASTE MANAGEMENT,Ward-2,Rates,23207943,21691052,16555302,8543378,54.1,FIN_SYS_A
30-06-2023,WASTE MANAGEMENT,Ward-3,Rates,22698748,22625287,17873236,3496190,73.2,MANUAL_UPLOAD
30-06-2023,WASTE MANAGEMENT,Ward-4,Electricity,22564800,11173410,2602213,4627257,84.2,FIN_SYS_B
30-06-2023,waste management,Ward-5,Refuse,14028377,21067465,8975632,8115150,52.7,MANUAL_UPLOAD
30-06-2023,waste management,Ward-6,Water,5519120,27712313,22068314,6560640,96.9,FIN_SYS_B
30-06-2023,waste management,Ward-7,Electricity,23473461,11459149,2313237,2334706,89.0,MANUAL_UPLOAD
30-06-2023,waste management,Ward-8,Electricity,16265193,11302897,18275499,7306365,95.8,MANUAL_UPLOAD
30-06-2023,WASTE MANAGEMENT,Ward-9,Rates,5878698,27411573,13138388,2908586,93.0,MANUAL_UPLOAD
30-06-2023,waste management,Ward-10,Electricity,10270625,18575768,6261313,3943143,57.1,FIN_SYS_B
30-06-2023,waste management,Ward-11,Water,6610348,13806211,3241837,1917970,63.0,FIN_SYS_B
30-06-2023,waste management,Ward-12,Rates,24610935,19097116,6646749,8047690,97.6,MANUAL_UPLOAD
30-06-2023,waste management,Ward-13,Rates,6652755,10727186,4593105,8752630,76.9,MANUAL_UPLOAD
30-06-2023,WASTE MANAGEMENT,Ward-14,Electricity,6646955,13716663,2331741,8579038,54.9,MANUAL_UPLOAD
30-06-2023,waste management,Ward-15,Water,9543993,28432823,20032041,3799575,54.8,FIN_SYS_B
30-06-2023,waste management,Ward-16,Rates,6258449,5220710,13031721,8706980,90.0,FIN_SYS_A
30-06-2023,WASTE MANAGEMENT,Ward-17,Electricity,13166034,27860855,5757971,8990536,93.1,FIN_SYS_A
30-06-2023,WASTE MANAGEMENT,Ward-18,Refuse,5983758,12655849,22397735,4313702,80.8,MANUAL_UPLOAD
30-06-2023,WASTE MANAGEMENT,Ward-19,Rates,17024299,13953742,23909535,1678617,85.3,FIN_SYS_A
30-06-2023,WASTE MANAGEMENT,Ward-20,Rates,23824900,16494758,3704242,8551254,52.6,FIN_SYS_B
30-06-2023,WASTE MANAGEMENT,Ward-21,Water,24105108,22417532,17138161,4662909,65.1,FIN_SYS_B
30-06-2023,waste management,Ward-22,Electricity,24224455,9615571,7150263,6887244,98.1,FIN_SYS_A
30-06-2023,WASTE MANAGEMENT,Ward-23,Refuse,13739668,8483798,2503932,5251536,81.4,MANUAL_UPLOAD
30-06-2023,waste management,Ward-24,Electricity,22873955,27944561,20536398,4460918,71.7,MANUAL_UPLOAD
30-06-2023,waste management,Ward-25,Electricity,7999027,18581729,8526368,3966981,95.8,MANUAL_UPLOAD
30-06-2023,waste management,Ward-26,Refuse,11401046,29398058,3401233,4221035,63.0,MANUAL_UPLOAD
30-06-2023,waste management,Ward-27,Electricity,15740008,8733941,9421078,2503172,76.7,FIN_SYS_A
30-06-2023,WASTE MANAGEMENT,Ward-28,Electricity,5474966,17157857,10117963,7037755,58.3,FIN_SYS_A
30-06-2023,waste management,Ward-29,Electricity,21611627,5392622,17172978,8360395,83.8,FIN_SYS_B
30-06-2023,waste management,Ward-30,Water,18643705,21894224,15716542,8793827,94.6,FIN_SYS_A
30-06-2023,roads & transport,Ward-1,Rates,14654380,9142451,6134211,8548631,92.0,FIN_SYS_B
30-06-2023,roads & transport,Ward-2,Refuse,10073292,9152273,15609260,2245525,82.0,FIN_SYS_B
30-06-2023,roads & transport,Ward-3,Refuse,11409966,13050685,21055446,7176480,66.1,FIN_SYS_A
30-06-2023,ROADS & TRANSPORT,Ward-4,Electricity,15430117,17341674,11882217,3826509,64.8,MANUAL_UPLOAD
30-06-2023,ROADS & TRANSPORT,Ward-5,Electricity,19085416,20494900,3068131,6657769,85.8,FIN_SYS_B
30-06-2023,ROADS & TRANSPORT,Ward-6,Refuse,17093977,9567866,11379914,2694290,94.9,FIN_SYS_A
30-06-2023,ROADS & TRANSPORT,Ward-7,Water,15253979,10585674,21447954,6473701,65.6,FIN_SYS_B
30-06-2023,ROADS & TRANSPORT,Ward-8,Electricity,17600185,17382747,23131567,5541280,69.5,FIN_SYS_A
30-06-2023,ROADS & TRANSPORT,Ward-9,Electricity,7014508,18115872,9225119,4431050,66.3,FIN_SYS_A
30-06-2023,roads & transport,Ward-10,Refuse,4504842,20834414,20946398,7918691,62.0,FIN_SYS_A
30-06-2023,roads & transport,Ward-11,Refuse,6019626,23849951,9909013,7599125,72.7,FIN_SYS_A
30-06-2023,ROADS & TRANSPORT,Ward-12,Rates,5310669,7518465,18593238,4012373,87.2,FIN_SYS_A
30-06-2023,ROADS & TRANSPORT,Ward-13,Electricity,23737694,29169268,6462806,4302963,87.7,MANUAL_UPLOAD
30-06-2023,roads & transport,Ward-14,Refuse,14673392,10285110,19713540,7076636,68.4,FIN_SYS_A
30-06-2023,roads & transport,Ward-15,Electricity,5676618,10215129,5037036,6792920,62.5,FIN_SYS_B
30-06-2023,roads & transport,Ward-16,Refuse,23709682,29686921,20510484,8845351,79.5,FIN_SYS_A
30-06-2023,ROADS & TRANSPORT,Ward-17,Refuse,19928657,6405770,10150547,7844641,61.4,FIN_SYS_B
30-06-2023,roads & transport,Ward-18,Rates,25260686,26602951,7547768,6131341,93.4,FIN_SYS_A
30-06-2023,ROADS & TRANSPORT,Ward-19,Refuse,21121145,22693300,22780906,7453680,76.8,FIN_SYS_A
30-06-2023,ROADS & TRANSPORT,Ward-20,Refuse,10155468,22289672,8501683,6152475,52.3,FIN_SYS_A
30-06-2023,roads & transport,Ward-21,Rates,23827492,21204701,4213711,3967067,75.8,FIN_SYS_A
30-06-2023,roads & transport,Ward-22,Electricity,4923752,21152018,14796371,4128494,89.2,FIN_SYS_B
30-06-2023,roads & transport,Ward-23,Refuse,21991167,20760185,20242464,430189,93.9,FIN_SYS_A
30-06-2023,ROADS & TRANSPORT,Ward-24,Electricity,13421504,12014848,2021126,3701930,64.0,FIN_SYS_A
30-06-2023,roads & transport,Ward-25,Refuse,9975336,10294707,17189832,713812,53.5,FIN_SYS_B
30-06-2023,roads & transport,Ward-26,Electricity,20238371,24842220,5262119,1178482,59.2,FIN_SYS_B
30-06-2023,roads & transport,Ward-27,Refuse,16262861,10690806,14364504,4266316,98.0,FIN_SYS_A
30-06-2023,roads & transport,Ward-28,Electricity,15413701,28217127,6640073,3088153,97.3,MANUAL_UPLOAD
30-06-2023,ROADS & TRANSPORT,Ward-29,Electricity,19809265,22446127,12782684,1313610,51.5,FIN_SYS_B
30-06-2023,ROADS & TRANSPORT,Ward-30,Electricity,18270013,24957774,13124111,390912,71.5,MANUAL_UPLOAD
30-06-2023,HOUSING,Ward-1,Refuse,16650412,24438469,17039458,3751783,70.5,FIN_SYS_B
30-06-2023,housing,Ward-2,Rates,25509358,22076718,6409887,1332786,86.1,MANUAL_UPLOAD
30-06-2023,housing,Ward-3,Refuse,14347954,21002540,2700102,4205514,74.6,FIN_SYS_B
30-06-2023,HOUSING,Ward-4,Rates,9475417,22918183,20435752,5686878,81.7,MANUAL_UPLOAD
30-06-2023,HOUSING,Ward-5,Electricity,21469686,17843390,6193890,1043670,94.4,FIN_SYS_A
30-06-2023,housing,Ward-6,Rates,21522206,14506500,2882338,904890,89.9,FIN_SYS_A
30-06-2023,housing,Ward-7,Water,25309442,23459733,23700655,482004,87.5,FIN_SYS_B
30-06-2023,HOUSING,Ward-8,Electricity,5278438,9458300,4547675,6582904,92.6,FIN_SYS_A
30-06-2023,housing,Ward-9,Electricity,20078338,24829519,18224352,4015381,62.0,FIN_SYS_A
30-06-2023,housing,Ward-10,Electricity,9237192,10075970,17451869,2981208,57.0,FIN_SYS_B
30-06-2023,housing,Ward-11,Water,4779833,11304527,15126519,6821037,98.8,FIN_SYS_B
30-06-2023,housing,Ward-12,Water,12040060,20447850,7372433,7747023,56.8,FIN_SYS_B
30-06-2023,housing,Ward-13,Rates,11806020,20819144,13008783,2418462,54.9,FIN_SYS_A
30-06-2023,HOUSING,Ward-14,Water,6363526,28940701,3186682,3400027,90.4,MANUAL_UPLOAD
30-06-2023,HOUSING,Ward-15,Refuse,9255666,27516092,21172564,1988134,95.1,FIN_SYS_B
30-06-2023,HOUSING,Ward-16,Refuse,21598164,5773631,17175368,8186344,86.9,MANUAL_UPLOAD
30-06-2023,HOUSING,Ward-17,Water,16415827,4596947,21349066,8525652,95.5,FIN_SYS_A
30-06-2023,HOUSING,Ward-18,Refuse,9233441,26952298,5932298,4929780,97.2,FIN_SYS_A
30-06-2023,HOUSING,Ward-19,Electricity,14545007,27828336,14117393,8074334,96.0,FIN_SYS_A
30-06-2023,HOUSING,Ward-20,Rates,21755036,15374069,11753172,1761201,78.7,FIN_SYS_A
30-06-2023,housing,Ward-21,Water,16331907,5431802,15452816,1631863,51.3,FIN_SYS_B
30-06-2023,HOUSING,Ward-22,Refuse,9820776,7424748,11266972,6250494,62.7,FIN_SYS_B
30-06-2023,HOUSING,Ward-23,Refuse,16422770,22528632,20041525,2066011,55.5,FIN_SYS_B
30-06-2023,HOUSING,Ward-24,Refuse,14780438,8848757,12138718,2934655,57.5,MANUAL_UPLOAD
30-06-2023,housing,Ward-25,Water,13120011,29205928,16742623,2527367,90.6,MANUAL_UPLOAD
30-06-2023,housing,Ward-26,Rates,25016120,22562521,8719201,6499826,88.8,MANUAL_UPLOAD
30-06-2023,HOUSING,Ward-27,Refuse,20187895,9691717,14113119,470452,61.2,FIN_SYS_B
30-06-2023,housing,Ward-28,Refuse,20352639,9205206,4383335,7559858,50.1,FIN_SYS_B
30-06-2023,HOUSING,Ward-29,Refuse,4871779,29580684,13055346,6871155,96.1,FIN_SYS_B
30-06-2023,housing,Ward-30,Refuse,5383499,26369410,21929052,3144679,69.2,FIN_SYS_A
30-06-2023,administration,Ward-1,Water,24704616,19582769,20509209,2399181,54.8,FIN_SYS_A
30-06-2023,administration,Ward-2,Refuse,20245922,23278087,23289144,4075240,63.2,MANUAL_UPLOAD
30-06-2023,ADMINISTRATION,Ward-3,Electricity,17855035,20812442,11511786,6893841,94.7,FIN_SYS_A
30-06-2023,administration,Ward-4,Rates,16691322,19778974,17287292,3885651,57.8,FIN_SYS_A
30-06-2023,ADMINISTRATION,Ward-5,Electricity,20167055,8052879,14499510,6493283,94.9,MANUAL_UPLOAD
30-06-2023,ADMINISTRATION,Ward-6,Refuse,22871221,27028758,6555174,2774917,92.1,FIN_SYS_A
30-06-2023,ADMINISTRATION,Ward-7,Electricity,8259503,15615049,15778402,4941469,87.0,FIN_SYS_A
30-06-2023,ADMINISTRATION,Ward-8,Rates,23653219,10869109,17845104,1968135,76.2,MANUAL_UPLOAD
30-06-2023,ADMINISTRATION,Ward-9,Refuse,6699670,4238222,3536739,2837194,65.4,FIN_SYS_A
30-06-2023,ADMINISTRATION,Ward-10,Refuse,17937565,22584273,6717512,1367642,76.9,FIN_SYS_B
30-06-2023,ADMINISTRATION,Ward-11,Water,9125194,15888500,10090734,4192909,89.0,FIN_SYS_B
30-06-2023,administration,Ward-12,Rates,12184150,5922233,6231554,4518894,93.4,FIN_SYS_B
30-06-2023,administration,Ward-13,Refuse,21997822,13618788,6049392,4255085,82.3,FIN_SYS_B
30-06-2023,administration,Ward-14,Water,8362734,11650253,12594394,2347251,62.0,FIN_SYS_B
30-06-2023,ADMINISTRATION,Ward-15,Water,16891510,26351516,3904246,8898060,59.2,MANUAL_UPLOAD
30-06-2023,administration,Ward-16,Refuse,14065781,17655335,10603663,8327874,67.1,MANUAL_UPLOAD
30-06-2023,administration,Ward-17,Refuse,23985731,24422875,16068213,5244814,96.8,MANUAL_UPLOAD
30-06-2023,ADMINISTRATION,Ward-18,Electricity,15368030,5986758,15214954,8642545,63.8,FIN_SYS_A
30-06-2023,ADMINISTRATION,Ward-19,Water,13742881,19056512,11989376,5806236,96.4,FIN_SYS_A
30-06-2023,ADMINISTRATION,Ward-20,Refuse,17595424,21000398,7711581,8312454,79.3,MANUAL_UPLOAD
30-06-2023,administration,Ward-21,Rates,5125623,18764862,18537415,1453186,77.2,FIN_SYS_A
30-06-2023,administration,Ward-22,Electricity,10561685,12215057,13068662,5935140,87.0,MANUAL_UPLOAD
30-06-2023,ADMINISTRATION,Ward-23,Electricity,4930266,25558989,14862495,481895,52.4,FIN_SYS_B
30-06-2023,administration,Ward-24,Rates,9234829,18314651,23217535,5259223,63.6,FIN_SYS_A
30-06-2023,ADMINISTRATION,Ward-25,Rates,8615919,19758358,3850513,2541339,86.1,MANUAL_UPLOAD
30-06-2023,administration,Ward-26,Water,10245076,17042709,15203664,2133495,52.2,FIN_SYS_B
30-06-2023,ADMINISTRATION,Ward-27,Electricity,13550290,12713300,9731855,8368695,64.1,MANUAL_UPLOAD
30-06-2023,ADMINISTRATION,Ward-28,Water,22269146,18979584,18055537,7470820,67.7,FIN_SYS_B
30-06-2023,ADMINISTRATION,Ward-29,Rates,9190467,11572779,11510953,6020920,65.2,FIN_SYS_A
30-06-2023,administration,Ward-30,Rates,7837358,13776663,18345240,2641108,82.8,FIN_SYS_B
31-07-2023,WATER SERVICES,Ward-1,Refuse,7255232,4915004,5865803,5528603,91.8,FIN_SYS_A
31-07-2023,water services,Ward-2,Refuse,17985786,15964099,23263001,3097535,76.9,FIN_SYS_B
31-07-2023,WATER SERVICES,Ward-3,Rates,10048536,11299685,22363743,3920138,52.0,MANUAL_UPLOAD
31-07-2023,water services,Ward-4,Refuse,19858269,9445123,10370868,7925593,76.0,FIN_SYS_B
31-07-2023,water services,Ward-5,Water,17988520,27437630,9539792,8646985,80.9,MANUAL_UPLOAD
31-07-2023,water services,Ward-6,Rates,10842596,6350949,8072792,6629787,91.2,FIN_SYS_B
31-07-2023,water services,Ward-7,Refuse,24139486,7086487,10592165,7388901,62.4,FIN_SYS_A
31-07-2023,WATER SERVICES,Ward-8,Rates,15596271,23205425,10354239,5152661,62.0,FIN_SYS_B
31-07-2023,water services,Ward-9,Refuse,4897803,18538745,9836107,7562616,55.6,FIN_SYS_A
31-07-2023,WATER SERVICES,Ward-10,Water,6159504,8216675,18076878,2930751,94.8,MANUAL_UPLOAD
31-07-2023,WATER SERVICES,Ward-11,Water,22475022,25758748,2028286,5508277,74.2,MANUAL_UPLOAD
31-07-2023,WATER SERVICES,Ward-12,Refuse,12747058,5679645,11229620,3119225,82.4,FIN_SYS_B
31-07-2023,WATER SERVICES,Ward-13,Rates,15110516,22410108,19023161,6862741,70.9,MANUAL_UPLOAD
31-07-2023,water services,Ward-14,Rates,10436705,15242884,17834873,7458207,89.8,FIN_SYS_B
31-07-2023,WATER SERVICES,Ward-15,Refuse,12120393,14455370,4775046,3209694,51.0,FIN_SYS_A
31-07-2023,WATER SERVICES,Ward-16,Refuse,13090638,8488178,12341359,6589002,84.2,MANUAL_UPLOAD
31-07-2023,WATER SERVICES,Ward-17,Refuse,6543142,6518930,22767022,5251774,54.9,MANUAL_UPLOAD
31-07-2023,water services,Ward-18,Water,12523077,29702750,13218016,1083247,88.4,MANUAL_UPLOAD
31-07-2023,WATER SERVICES,Ward-19,Electricity,11688459,15777702,19738810,8946651,86.2,FIN_SYS_A
31-07-2023,WATER SERVICES,Ward-20,Refuse,12867701,24646888,22881907,7275474,68.9,FIN_SYS_A
31-07-2023,WATER SERVICES,Ward-21,Water,21372946,29275089,17369417,5134302,84.5,FIN_SYS_B
31-07-2023,WATER SERVICES,Ward-22,Electricity,25519166,28646003,14524816,8495567,83.0,FIN_SYS_B
31-07-2023,water services,Ward-23,Refuse,10108792,5199105,12043651,2308678,57.0,MANUAL_UPLOAD
31-07-2023,WATER SERVICES,Ward-24,Water,14939840,4303900,2256998,1766391,78.3,FIN_SYS_B
